time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____1_SM_generator_UStatorPu;GEN____1_SM_voltageRegulator_EfdPu;GEN____2_SM_generator_omegaPu;GEN____2_SM_generator_PGen;GEN____2_SM_generator_QGen;GEN____2_SM_generator_UStatorPu;GEN____2_SM_voltageRegulator_EfdPu;GEN____3_SM_generator_omegaPu;GEN____3_SM_generator_PGen;GEN____3_SM_generator_QGen;GEN____3_SM_generator_UStatorPu;GEN____3_SM_voltageRegulator_EfdPu;GEN____6_SM_generator_omegaPu;GEN____6_SM_generator_PGen;GEN____6_SM_generator_QGen;GEN____6_SM_generator_UStatorPu;GEN____6_SM_voltageRegulator_EfdPu;GEN____8_SM_generator_omegaPu;GEN____8_SM_generator_PGen;GEN____8_SM_generator_QGen;GEN____8_SM_generator_UStatorPu;GEN____8_SM_voltageRegulator_EfdPu;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;
3.05699;1.060947;1.044868;1.009346;1.017135;1.019229;1.070305;1.060762;1.089158;1.055129;1.050340;1.056683;1.055445;1.050500;1.035161;0.999579;240.699704;-15.590114;1.059899;1.092236;0.999635;47.778560;42.604912;1.048516;1.153850;0.999833;-14.282470;30.656780;1.011187;1.060118;1.000019;1.672455;12.837807;1.070305;1.181497;0.998674;-2.043048;17.560843;1.095608;1.209545;0.216936;0.126938;
3.05699;1.060947;1.044868;1.009346;1.017135;1.019229;1.070305;1.060762;1.089158;1.055129;1.050340;1.056683;1.055445;1.050500;1.035161;0.999579;240.699683;-15.590131;1.059899;1.092235;0.999635;47.778556;42.604891;1.048516;1.153849;0.999833;-14.282406;30.656746;1.011187;1.060118;1.000019;1.672496;12.837784;1.070305;1.181494;0.998674;-2.043135;17.560810;1.095608;1.209545;0.216936;0.126938;
3.05699;1.060947;1.044868;1.009346;1.017135;1.019229;1.070305;1.060762;1.089158;1.055129;1.050340;1.056683;1.055445;1.050500;1.035161;0.999579;240.699656;-15.590129;1.059899;1.092235;0.999635;47.778548;42.604891;1.048516;1.153849;0.999833;-14.282341;30.656729;1.011187;1.060118;1.000019;1.672520;12.837782;1.070305;1.181494;0.998674;-2.043194;17.560814;1.095608;1.209545;0.216936;0.126938;
3.05699;1.060947;1.044868;1.009346;1.017135;1.019229;1.070305;1.060762;1.089158;1.055129;1.050340;1.056683;1.055445;1.050500;1.035161;0.999579;240.699603;-15.590123;1.059899;1.092235;0.999635;47.778533;42.604891;1.048516;1.153849;0.999833;-14.282213;30.656695;1.011187;1.060118;1.000019;1.672566;12.837779;1.070305;1.181494;0.998674;-2.043309;17.560824;1.095608;1.209545;0.216936;0.126938;
3.057;1.060947;1.044868;1.009346;1.017135;1.019228;1.070305;1.060762;1.089158;1.055129;1.050340;1.056683;1.055445;1.050500;1.035161;0.999579;240.699497;-15.590116;1.059899;1.092235;0.999635;47.778504;42.604888;1.048516;1.153849;0.999833;-14.281957;30.656625;1.011187;1.060117;1.000019;1.672662;12.837769;1.070305;1.181494;0.998674;-2.043546;17.560837;1.095608;1.209545;0.216936;0.126938;
3.05701;1.060947;1.044868;1.009346;1.017135;1.019228;1.070305;1.060762;1.089158;1.055129;1.050340;1.056683;1.055445;1.050500;1.035161;0.999579;240.699285;-15.590098;1.059899;1.092235;0.999635;47.778444;42.604884;1.048516;1.153848;0.999833;-14.281444;30.656487;1.011187;1.060117;1.000019;1.672852;12.837753;1.070305;1.181494;0.998674;-2.044015;17.560868;1.095608;1.209545;0.216936;0.126938;
3.05702;1.060947;1.044868;1.009346;1.017135;1.019228;1.070305;1.060762;1.089158;1.055129;1.050340;1.056683;1.055446;1.050500;1.035161;0.999579;240.698862;-15.590062;1.059899;1.092236;0.999635;47.778326;42.604877;1.048516;1.153848;0.999834;-14.280419;30.656211;1.011187;1.060115;1.000019;1.673232;12.837719;1.070305;1.181493;0.998674;-2.044953;17.560930;1.095608;1.209545;0.216936;0.126938;
3.05705;1.060947;1.044868;1.009347;1.017135;1.019228;1.070305;1.060762;1.089158;1.055128;1.050340;1.056683;1.055446;1.050500;1.035161;0.999579;240.698014;-15.589990;1.059899;1.092236;0.999635;47.778088;42.604862;1.048516;1.153847;0.999834;-14.278368;30.655659;1.011188;1.060111;1.000019;1.673993;12.837652;1.070305;1.181492;0.998674;-2.046829;17.561054;1.095608;1.209544;0.216936;0.126938;
3.05712;1.060947;1.044868;1.009347;1.017134;1.019228;1.070305;1.060762;1.089158;1.055128;1.050339;1.056683;1.055446;1.050500;1.035160;0.999579;240.696319;-15.589846;1.059899;1.092237;0.999635;47.777612;42.604832;1.048516;1.153846;0.999834;-14.274266;30.654554;1.011188;1.060104;1.000019;1.675513;12.837518;1.070305;1.181490;0.998674;-2.050581;17.561301;1.095608;1.209543;0.216936;0.126938;
3.05725;1.060947;1.044868;1.009348;1.017134;1.019228;1.070305;1.060761;1.089158;1.055127;1.050338;1.056682;1.055446;1.050499;1.035160;0.999579;240.692927;-15.589557;1.059899;1.092239;0.999635;47.776658;42.604772;1.048516;1.153843;0.999834;-14.266061;30.652344;1.011189;1.060090;1.000018;1.678551;12.837250;1.070305;1.181485;0.998675;-2.058082;17.561796;1.095608;1.209541;0.216936;0.126938;
3.0575;1.060946;1.044868;1.009350;1.017133;1.019227;1.070306;1.060759;1.089158;1.055124;1.050336;1.056681;1.055446;1.050499;1.035158;0.999579;240.686139;-15.588980;1.059899;1.092244;0.999635;47.774744;42.604652;1.048517;1.153838;0.999834;-14.249641;30.647921;1.011190;1.060061;1.000018;1.684620;12.836714;1.070306;1.181476;0.998675;-2.073074;17.562787;1.095608;1.209537;0.216936;0.126938;
3.05801;1.060946;1.044869;1.009353;1.017130;1.019226;1.070307;1.060756;1.089158;1.055119;1.050332;1.056679;1.055447;1.050499;1.035155;0.999579;240.672546;-15.587824;1.059898;1.092252;0.999635;47.770890;42.604412;1.048517;1.153827;0.999834;-14.216769;30.639062;1.011193;1.060004;1.000017;1.696727;12.835641;1.070307;1.181457;0.998677;-2.103020;17.564769;1.095609;1.209528;0.216937;0.126938;
3.05904;1.060945;1.044870;1.009360;1.017125;1.019224;1.070309;1.060749;1.089157;1.055109;1.050324;1.056675;1.055448;1.050499;1.035149;0.999578;240.645291;-15.585505;1.059897;1.092269;0.999635;47.763073;42.603926;1.048518;1.153804;0.999835;-14.150898;30.621296;1.011199;1.059890;1.000015;1.720822;12.833498;1.070309;1.181420;0.998679;-2.162756;17.568737;1.095610;1.209510;0.216937;0.126938;
3.06109;1.060943;1.044872;1.009373;1.017114;1.019220;1.070312;1.060736;1.089156;1.055090;1.050307;1.056667;1.055451;1.050498;1.035138;0.999577;240.590507;-15.580835;1.059896;1.092304;0.999634;47.747010;42.602937;1.048521;1.153760;0.999837;-14.018650;30.585569;1.011210;1.059660;1.000010;1.768522;12.829218;1.070312;1.181348;0.998685;-2.281591;17.576688;1.095612;1.209472;0.216938;0.126939;
3.06518;1.060939;1.044877;1.009401;1.017094;1.019211;1.070319;1.060710;1.089154;1.055051;1.050274;1.056651;1.055456;1.050496;1.035115;0.999576;240.479861;-15.571376;1.059892;1.092372;0.999632;47.713169;42.600888;1.048525;1.153670;0.999840;-13.752182;30.513349;1.011233;1.059199;1.000001;1.861910;12.820686;1.070319;1.181213;0.998697;-2.516626;17.592643;1.095616;1.209388;0.216939;0.126941;
3.07337;1.060931;1.044886;1.009456;1.017054;1.019193;1.070331;1.060659;1.089152;1.054976;1.050210;1.056619;1.055465;1.050491;1.035069;0.999572;240.254405;-15.552014;1.059885;1.092507;0.999629;47.638655;42.596508;1.048534;1.153489;0.999847;-13.211750;30.365937;1.011280;1.058269;0.999981;2.040238;12.803797;1.070331;1.180978;0.998722;-2.975504;17.624692;1.095626;1.209191;0.216942;0.126943;
3.08976;1.060915;1.044906;1.009569;1.016980;1.019159;1.070347;1.060564;1.089154;1.054836;1.050089;1.056555;1.055477;1.050477;1.034983;0.999565;239.787998;-15.511779;1.059872;1.092774;0.999622;47.462595;42.586611;1.048552;1.153122;0.999859;-12.104076;30.059956;1.011374;1.056384;0.999936;2.360212;12.771106;1.070347;1.180643;0.998779;-3.843612;17.688770;1.095651;1.208676;0.216948;0.126949;
3.12253;1.060884;1.044946;1.009800;1.016855;1.019099;1.070356;1.060411;1.089183;1.054603;1.049885;1.056440;1.055478;1.050438;1.034832;0.999554;238.802122;-15.427393;1.059846;1.093293;0.999610;47.005668;42.562044;1.048590;1.152365;0.999880;-9.806998;29.409421;1.011565;1.052555;0.999832;2.836678;12.712739;1.070356;1.180474;0.998919;-5.348931;17.812353;1.095726;1.207184;0.216961;0.126962;
3.15529;1.060854;1.044988;1.010035;1.016767;1.019052;1.070335;1.060313;1.089246;1.054443;1.049741;1.056346;1.055455;1.050389;1.034719;0.999545;237.756622;-15.340664;1.059822;1.093785;0.999599;46.414588;42.530614;1.048630;1.151578;0.999896;-7.434033;28.715498;1.011758;1.048701;0.999716;3.081874;12.666166;1.070335;1.180886;0.999086;-6.513605;17.923739;1.095831;1.205090;0.216974;0.126974;
3.22083;1.060801;1.045080;1.010495;1.016726;1.019020;1.070246;1.060310;1.089466;1.054380;1.049670;1.056262;1.055370;1.050301;1.034645;0.999537;235.562115;-15.179099;1.059778;1.094658;0.999583;44.888034;42.444372;1.048713;1.149911;0.999917;-2.701358;27.259758;1.012129;1.041274;0.999494;2.895112;12.618984;1.070246;1.182682;0.999453;-7.709978;18.078249;1.096107;1.199557;0.217002;0.127002;
3.28637;1.060758;1.045179;1.010919;1.016870;1.019084;1.070132;1.060557;1.089785;1.054647;1.049884;1.056333;1.055275;1.050257;1.034779;0.999539;233.299141;-15.047553;1.059743;1.095362;0.999575;42.983417;42.327882;1.048801;1.148149;0.999921;1.789299;25.780043;1.012465;1.034559;0.999326;1.955868;12.630462;1.070133;1.184927;0.999819;-7.453401;18.124347;1.096440;1.192896;0.217033;0.127032;
3.32417;1.060739;1.045237;1.011137;1.017030;1.019170;1.070080;1.060789;1.089983;1.054920;1.050114;1.056441;1.055235;1.050265;1.034939;0.999545;232.006041;-14.991618;1.059726;1.095689;0.999574;41.773791;42.249652;1.048853;1.147118;0.999916;4.138728;24.957633;1.012633;1.031199;0.999273;1.206864;12.659055;1.070082;1.185961;1.000004;-6.743821;18.101245;1.096630;1.189103;0.217051;0.127050;
3.32417;1.060740;1.045238;1.011138;1.017031;1.019172;1.070083;1.060791;1.089987;1.054923;1.050117;1.056443;1.055238;1.050267;1.034942;0.999545;232.006164;-14.992692;1.059727;1.095684;0.999574;41.773958;42.248059;1.048853;1.147109;0.999916;4.137906;24.955853;1.012634;1.031190;0.999273;1.206714;12.657730;1.070083;1.185940;1.000004;-6.744087;18.100269;1.096632;1.189068;0.217052;0.127050;
3.32417;1.060740;1.045238;1.011138;1.017031;1.019172;1.070083;1.060791;1.089987;1.054923;1.050117;1.056443;1.055238;1.050267;1.034942;0.999545;232.006164;-14.992692;1.059727;1.095684;0.999574;41.773958;42.248059;1.048853;1.147109;0.999916;4.137906;24.955853;1.012634;1.031190;0.999273;1.206714;12.657730;1.070083;1.185940;1.000004;-6.744087;18.100269;1.096632;1.189068;0.217052;0.127050;
3.32417;1.060740;1.045238;1.011138;1.017031;1.019172;1.070083;1.060791;1.089987;1.054923;1.050117;1.056443;1.055238;1.050267;1.034942;0.999545;232.006164;-14.992692;1.059727;1.095684;0.999574;41.773958;42.248059;1.048853;1.147109;0.999916;4.137906;24.955853;1.012634;1.031190;0.999273;1.206714;12.657730;1.070083;1.185940;1.000004;-6.744087;18.100269;1.096632;1.189068;0.217052;0.127050;
3.32417;1.060740;1.045238;1.011138;1.017031;1.019172;1.070083;1.060791;1.089987;1.054923;1.050117;1.056443;1.055238;1.050267;1.034942;0.999545;232.006130;-14.992691;1.059727;1.095684;0.999574;41.773926;42.248056;1.048853;1.147109;0.999916;4.137967;24.955830;1.012634;1.031190;0.999273;1.206686;12.657731;1.070083;1.185941;1.000004;-6.744061;18.100268;1.096632;1.189068;0.217052;0.127050;
3.32417;1.060740;1.045238;1.011138;1.017031;1.019172;1.070083;1.060791;1.089987;1.054923;1.050117;1.056443;1.055238;1.050267;1.034942;0.999545;232.006096;-14.992689;1.059727;1.095684;0.999574;41.773893;42.248054;1.048853;1.147109;0.999916;4.138028;24.955808;1.012634;1.031190;0.999273;1.206663;12.657732;1.070083;1.185941;1.000004;-6.744035;18.100266;1.096632;1.189068;0.217052;0.127050;
3.32418;1.060740;1.045238;1.011138;1.017031;1.019172;1.070083;1.060791;1.089987;1.054923;1.050117;1.056443;1.055238;1.050267;1.034942;0.999545;232.006027;-14.992687;1.059727;1.095684;0.999574;41.773826;42.248049;1.048853;1.147109;0.999916;4.138151;24.955764;1.012634;1.031190;0.999273;1.206614;12.657733;1.070083;1.185941;1.000004;-6.743984;18.100264;1.096632;1.189068;0.217052;0.127050;
3.32418;1.060740;1.045238;1.011138;1.017031;1.019172;1.070083;1.060791;1.089987;1.054923;1.050117;1.056443;1.055238;1.050267;1.034942;0.999545;232.005888;-14.992681;1.059727;1.095684;0.999574;41.773690;42.248040;1.048853;1.147109;0.999916;4.138396;24.955676;1.012634;1.031189;0.999273;1.206522;12.657738;1.070083;1.185941;1.000004;-6.743882;18.100260;1.096632;1.189067;0.217052;0.127050;
3.32419;1.060740;1.045238;1.011138;1.017031;1.019172;1.070083;1.060791;1.089987;1.054923;1.050117;1.056443;1.055238;1.050267;1.034942;0.999545;232.005612;-14.992671;1.059727;1.095684;0.999574;41.773420;42.248022;1.048853;1.147108;0.999916;4.138886;24.955501;1.012634;1.031189;0.999273;1.206335;12.657747;1.070083;1.185941;1.000004;-6.743678;18.100251;1.096632;1.189067;0.217052;0.127050;
3.3242;1.060740;1.045238;1.011138;1.017032;1.019172;1.070083;1.060792;1.089987;1.054923;1.050117;1.056443;1.055238;1.050267;1.034942;0.999545;232.005058;-14.992650;1.059727;1.095684;0.999574;41.772879;42.247987;1.048853;1.147108;0.999916;4.139866;24.955149;1.012634;1.031187;0.999273;1.205959;12.657764;1.070083;1.185942;1.000004;-6.743270;18.100233;1.096632;1.189065;0.217052;0.127050;
3.32424;1.060740;1.045238;1.011138;1.017032;1.019172;1.070083;1.060792;1.089987;1.054923;1.050117;1.056444;1.055238;1.050267;1.034942;0.999545;232.003952;-14.992607;1.059727;1.095685;0.999574;41.771798;42.247915;1.048853;1.147107;0.999916;4.141825;24.954446;1.012634;1.031184;0.999273;1.205208;12.657798;1.070083;1.185943;1.000004;-6.742454;18.100197;1.096632;1.189061;0.217052;0.127050;
3.3243;1.060740;1.045238;1.011139;1.017032;1.019172;1.070082;1.060792;1.089987;1.054924;1.050118;1.056444;1.055238;1.050268;1.034943;0.999545;232.001740;-14.992522;1.059727;1.095685;0.999574;41.769635;42.247771;1.048853;1.147105;0.999916;4.145743;24.953040;1.012634;1.031179;0.999273;1.203707;12.657867;1.070082;1.185944;1.000004;-6.740819;18.100125;1.096633;1.189055;0.217052;0.127050;
3.32443;1.060740;1.045239;1.011139;1.017033;1.019172;1.070082;1.060793;1.089988;1.054925;1.050119;1.056444;1.055238;1.050268;1.034943;0.999546;231.997315;-14.992352;1.059727;1.095686;0.999574;41.765310;42.247484;1.048854;1.147102;0.999916;4.153578;24.950228;1.012635;1.031168;0.999273;1.200702;12.658004;1.070082;1.185948;1.000005;-6.737548;18.099981;1.096633;1.189041;0.217052;0.127050;
3.32468;1.060740;1.045239;1.011141;1.017034;1.019173;1.070082;1.060795;1.089990;1.054927;1.050120;1.056445;1.055238;1.050268;1.034945;0.999546;231.988466;-14.992012;1.059726;1.095688;0.999574;41.756657;42.246909;1.048854;1.147095;0.999916;4.169240;24.944606;1.012636;1.031146;0.999272;1.194689;12.658279;1.070082;1.185955;1.000006;-6.730992;18.099692;1.096635;1.189014;0.217052;0.127051;
3.3252;1.060739;1.045240;1.011144;1.017037;1.019175;1.070081;1.060799;1.089993;1.054932;1.050124;1.056447;1.055237;1.050268;1.034947;0.999546;231.970773;-14.991336;1.059726;1.095692;0.999574;41.739344;42.245758;1.048855;1.147080;0.999916;4.200529;24.933368;1.012638;1.031102;0.999272;1.182650;12.658831;1.070081;1.185970;1.000009;-6.717826;18.099108;1.096637;1.188960;0.217052;0.127051;
3.32622;1.060739;1.045241;1.011149;1.017042;1.019177;1.070080;1.060806;1.089999;1.054941;1.050132;1.056451;1.055236;1.050268;1.034953;0.999546;231.935403;-14.989993;1.059726;1.095700;0.999574;41.704685;42.243452;1.048856;1.147052;0.999916;4.262976;24.910914;1.012642;1.031014;0.999271;1.158513;12.659944;1.070080;1.185999;1.000014;-6.691280;18.097920;1.096643;1.188851;0.217053;0.127051;
3.32827;1.060738;1.045245;1.011161;1.017053;1.019183;1.070077;1.060822;1.090010;1.054959;1.050148;1.056458;1.055234;1.050270;1.034964;0.999546;231.864726;-14.987348;1.059725;1.095716;0.999574;41.635244;42.238824;1.048859;1.146994;0.999916;4.387336;24.866100;1.012651;1.030839;0.999268;1.110017;12.662201;1.070077;1.186056;1.000024;-6.637339;18.095467;1.096654;1.188634;0.217054;0.127052;
3.33236;1.060736;1.045251;1.011183;1.017075;1.019195;1.070071;1.060853;1.090034;1.054997;1.050179;1.056474;1.055230;1.050272;1.034986;0.999547;231.723637;-14.982219;1.059724;1.095746;0.999574;41.495887;42.229503;1.048865;1.146880;0.999915;4.633885;24.776857;1.012669;1.030494;0.999264;1.012197;12.666838;1.070071;1.186166;1.000043;-6.526119;18.090246;1.096675;1.188203;0.217056;0.127054;
3.34056;1.060733;1.045265;1.011228;1.017120;1.019220;1.070061;1.060916;1.090081;1.055074;1.050245;1.056507;1.055224;1.050278;1.035033;0.999549;231.442600;-14.972617;1.059721;1.095806;0.999575;41.215436;42.210608;1.048876;1.146651;0.999913;5.118045;24.600005;1.012702;1.029820;0.999258;0.813738;12.676574;1.070061;1.186371;1.000081;-6.290771;18.078579;1.096718;1.187352;0.217060;0.127058;
3.35694;1.060727;1.045291;1.011313;1.017219;1.019276;1.070044;1.061050;1.090175;1.055238;1.050385;1.056580;1.055213;1.050295;1.035134;0.999554;230.885715;-14.956086;1.059715;1.095916;0.999576;40.648895;42.171885;1.048899;1.146194;0.999909;6.048697;24.253577;1.012766;1.028543;0.999251;0.409481;12.697604;1.070044;1.186711;1.000153;-5.772314;18.050554;1.096800;1.185700;0.217068;0.127066;
3.38971;1.060717;1.045344;1.011465;1.017442;1.019409;1.070027;1.061336;1.090354;1.055593;1.050690;1.056746;1.055209;1.050347;1.035358;0.999565;229.798068;-14.933902;1.059706;1.096103;0.999581;39.504497;42.091526;1.048944;1.145290;0.999898;7.746262;23.595378;1.012879;1.026289;0.999262;-0.397332;12.743377;1.070027;1.187057;1.000276;-4.578257;17.977914;1.096951;1.182688;0.217084;0.127082;
3.42248;1.060711;1.045395;1.011593;1.017693;1.019568;1.070034;1.061636;1.090515;1.055969;1.051018;1.056937;1.055229;1.050422;1.035605;0.999579;228.752760;-14.926090;1.059698;1.096251;0.999588;38.360461;42.008662;1.048988;1.144411;0.999884;9.211492;22.990060;1.012970;1.024456;0.999305;-1.163273;12.790853;1.070034;1.186913;1.000368;-3.221658;17.886807;1.097077;1.180173;0.217100;0.127098;
3.48801;1.060704;1.045489;1.011769;1.018231;1.019942;1.070126;1.062207;1.090750;1.056700;1.051664;1.057345;1.055340;1.050633;1.036109;0.999613;226.854841;-14.950239;1.059687;1.096475;0.999610;36.196973;41.847645;1.049068;1.142815;0.999852;11.385984;21.978733;1.013086;1.022138;0.999462;-2.337932;12.865429;1.070126;1.185073;1.000451;-0.382170;17.674886;1.097232;1.177064;0.217130;0.127127;
3.54699;1.060702;1.045560;1.011836;1.018717;1.020315;1.070287;1.062643;1.090851;1.057268;1.052179;1.057709;1.055511;1.050869;1.036530;0.999650;225.424912;-15.012504;1.059679;1.096645;0.999637;34.489865;41.719059;1.049127;1.141634;0.999819;12.475976;21.316843;1.013113;1.021596;0.999659;-2.873017;12.894070;1.070287;1.181846;1.000415;2.051490;17.471592;1.097258;1.176551;0.217152;0.127148;
3.60598;1.060700;1.045610;1.011816;1.019144;1.020681;1.070499;1.062958;1.090845;1.057684;1.052567;1.058023;1.055724;1.051117;1.036870;0.999691;224.347746;-15.104911;1.059668;1.096861;0.999670;33.146986;41.622664;1.049168;1.140803;0.999784;12.773470;20.911744;1.013069;1.022485;0.999867;-2.823196;12.870127;1.070499;1.177617;1.000288;4.025737;17.282034;1.097183;1.178048;0.217168;0.127163;
3.6558;1.060694;1.045632;1.011735;1.019419;1.020946;1.070687;1.063108;1.090769;1.057882;1.052764;1.058217;1.055909;1.051305;1.037061;0.999728;223.778757;-15.198663;1.059654;1.097141;0.999701;32.384075;41.579349;1.049186;1.140449;0.999755;12.468307;20.773960;1.012980;1.024270;1.000019;-2.351439;12.807090;1.070687;1.173852;1.000128;5.147400;17.148224;1.097058;1.180541;0.217174;0.127170;
3.6558;1.060694;1.045632;1.011735;1.019419;1.020946;1.070687;1.063107;1.090768;1.057882;1.052764;1.058217;1.055909;1.051305;1.037061;0.999728;223.778749;-15.198595;1.059654;1.097141;0.999701;32.384065;41.579439;1.049186;1.140449;0.999755;12.468329;20.774010;1.012980;1.024270;1.000019;-2.351413;12.807093;1.070687;1.173852;1.000128;5.147359;17.148346;1.097058;1.180544;0.217174;0.127170;
3.6558;1.060694;1.045632;1.011735;1.019419;1.020946;1.070687;1.063107;1.090768;1.057882;1.052764;1.058217;1.055909;1.051305;1.037061;0.999728;223.778741;-15.198593;1.059654;1.097142;0.999701;32.384057;41.579430;1.049186;1.140450;0.999755;12.468313;20.774013;1.012980;1.024270;1.000019;-2.351405;12.807100;1.070687;1.173854;1.000128;5.147380;17.148352;1.097058;1.180544;0.217174;0.127170;
3.6558;1.060694;1.045632;1.011735;1.019419;1.020946;1.070687;1.063107;1.090768;1.057882;1.052764;1.058217;1.055909;1.051305;1.037061;0.999728;223.778733;-15.198595;1.059654;1.097142;0.999701;32.384045;41.579430;1.049186;1.140450;0.999755;12.468302;20.774012;1.012980;1.024270;1.000019;-2.351392;12.807098;1.070687;1.173853;1.000128;5.147398;17.148350;1.097058;1.180544;0.217174;0.127170;
3.6558;1.060694;1.045632;1.011735;1.019419;1.020946;1.070687;1.063107;1.090768;1.057882;1.052764;1.058217;1.055909;1.051305;1.037061;0.999728;223.778716;-15.198600;1.059654;1.097142;0.999701;32.384020;41.579429;1.049186;1.140450;0.999755;12.468279;20.774010;1.012980;1.024270;1.000019;-2.351364;12.807094;1.070687;1.173853;1.000128;5.147434;17.148344;1.097058;1.180544;0.217174;0.127170;
3.65581;1.060694;1.045632;1.011735;1.019419;1.020946;1.070687;1.063107;1.090768;1.057882;1.052764;1.058217;1.055909;1.051305;1.037061;0.999728;223.778682;-15.198608;1.059654;1.097142;0.999701;32.383972;41.579426;1.049186;1.140450;0.999755;12.468233;20.774007;1.012980;1.024270;1.000019;-2.351310;12.807088;1.070687;1.173853;1.000128;5.147507;17.148335;1.097058;1.180544;0.217174;0.127170;
3.65582;1.060694;1.045632;1.011735;1.019419;1.020946;1.070687;1.063107;1.090768;1.057882;1.052764;1.058217;1.055909;1.051305;1.037061;0.999728;223.778614;-15.198624;1.059654;1.097142;0.999701;32.383875;41.579422;1.049186;1.140450;0.999755;12.468142;20.774000;1.012980;1.024271;1.000019;-2.351202;12.807075;1.070687;1.173852;1.000128;5.147651;17.148314;1.097058;1.180545;0.217174;0.127170;
3.65583;1.060694;1.045632;1.011735;1.019419;1.020946;1.070687;1.063107;1.090768;1.057882;1.052764;1.058217;1.055909;1.051305;1.037061;0.999728;223.778478;-15.198657;1.059654;1.097142;0.999701;32.383680;41.579412;1.049186;1.140449;0.999755;12.467958;20.773985;1.012980;1.024272;1.000019;-2.350985;12.807048;1.070687;1.173851;1.000128;5.147939;17.148274;1.097058;1.180546;0.217174;0.127170;
3.65586;1.060694;1.045632;1.011735;1.019419;1.020946;1.070687;1.063107;1.090768;1.057882;1.052764;1.058217;1.055910;1.051306;1.037061;0.999728;223.778207;-15.198724;1.059654;1.097142;0.999701;32.383292;41.579394;1.049186;1.140449;0.999755;12.467592;20.773956;1.012980;1.024273;1.000019;-2.350551;12.806994;1.070687;1.173849;1.000128;5.148516;17.148193;1.097058;1.180548;0.217174;0.127170;
3.65593;1.060694;1.045632;1.011735;1.019420;1.020946;1.070687;1.063108;1.090768;1.057882;1.052764;1.058217;1.055910;1.051306;1.037061;0.999729;223.777665;-15.198856;1.059654;1.097142;0.999701;32.382515;41.579357;1.049186;1.140449;0.999755;12.466858;20.773898;1.012979;1.024276;1.000019;-2.349684;12.806887;1.070687;1.173843;1.000128;5.149668;17.148032;1.097058;1.180552;0.217174;0.127170;
3.65606;1.060694;1.045632;1.011734;1.019420;1.020947;1.070688;1.063108;1.090767;1.057882;1.052765;1.058218;1.055910;1.051306;1.037062;0.999729;223.776582;-15.199121;1.059654;1.097143;0.999701;32.380963;41.579283;1.049186;1.140449;0.999755;12.465388;20.773784;1.012979;1.024282;1.000020;-2.347946;12.806673;1.070688;1.173833;1.000127;5.151969;17.147709;1.097057;1.180560;0.217174;0.127170;
3.65631;1.060694;1.045632;1.011734;1.019421;1.020948;1.070689;1.063108;1.090767;1.057883;1.052765;1.058219;1.055911;1.051307;1.037063;0.999729;223.774424;-15.199650;1.059654;1.097145;0.999701;32.377867;41.579137;1.049186;1.140447;0.999755;12.462438;20.773558;1.012979;1.024293;1.000021;-2.344463;12.806244;1.070689;1.173813;1.000126;5.156559;17.147065;1.097057;1.180575;0.217174;0.127170;
3.65682;1.060694;1.045632;1.011733;1.019424;1.020951;1.070691;1.063109;1.090766;1.057884;1.052767;1.058220;1.055913;1.051309;1.037064;0.999729;223.770137;-15.200710;1.059653;1.097148;0.999702;32.371709;41.578847;1.049186;1.140445;0.999755;12.456504;20.773122;1.012977;1.024317;1.000022;-2.337468;12.805382;1.070691;1.173772;1.000124;5.165687;17.145779;1.097055;1.180607;0.217174;0.127170;
3.65785;1.060693;1.045633;1.011730;1.019429;1.020956;1.070695;1.063111;1.090763;1.057887;1.052770;1.058224;1.055917;1.051313;1.037067;0.999730;223.761679;-15.202832;1.059653;1.097155;0.999702;32.359521;41.578282;1.049187;1.140441;0.999754;12.444489;20.772311;1.012975;1.024364;1.000025;-2.323362;12.803646;1.070695;1.173691;1.000121;5.183738;17.143218;1.097052;1.180671;0.217174;0.127170;
3.6599;1.060693;1.045633;1.011726;1.019439;1.020966;1.070703;1.063115;1.090759;1.057892;1.052775;1.058230;1.055925;1.051320;1.037073;0.999732;223.745227;-15.207086;1.059652;1.097168;0.999704;32.335666;41.577210;1.049187;1.140433;0.999753;12.419882;20.770928;1.012970;1.024460;1.000031;-2.294688;12.800126;1.070703;1.173528;1.000113;5.219019;17.138142;1.097045;1.180799;0.217175;0.127170;
